Type,Employee ID,Full Name,JobTitle,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
Production,E02786,Daniel Huynh,Manager,Marketing,Manufacturing,Male,Asian,25,12/08/2021,"$105,072 ",6%,China,Chengdu,
Production,E02787,Matthew Vargas,Sr.Manager,IT,Research & Development,Male,Latino,53,5/24/1999,"$150,893 ",13%,United States,Chicago,
Production,E02788,Ella Herrera,Director,Marketing,Corporate,Female,Latino,49,02/08/2013,"$156,276 ",22%,United States,Austin,
Production,E02789,Everly Hwang,VicePresident,Accounting,Research & Development,Female,Asian,31,10/27/2022,"$191,755 ",40%,United States,Miami,
Production,E02790,Hazel Mitchell,NetworkEngineer,IT,Specialty Products,Female,Caucasian,33,11/04/2020,"$81,070 ",0%,United States,Miami,
Production,E02791,Ian Hernandez,Director,Accounting,Corporate,Male,Latino,40,12/01/2021,"$176,533 ",25%,United States,Austin,
Production,E02792,Charlotte Lam,ServiceDeskAnalyst,IT,Manufacturing,Female,Asian,29,8/26/2020,"$60,919 ",0%,United States,Columbus,
Production,E02793,Jonathan Ali,AutomationEngineer,Engineering,Specialty Products,Male,Asian,51,7/20/2004,"$88,288 ",0%,China,Chongqing,
Production,E02794,Violet He,Analyst,Sales,Manufacturing,Female,Asian,31,11/19/2021,"$53,638 ",0%,United States,Chicago,
Production,E02795,Hannah Truong,Sr.Analyst,Accounting,Specialty Products,Female,Asian,44,3/25/2009,"$75,362 ",0%,United States,Chicago,
Production,E02796,Hannah Nelson,AccountRepresentative,Sales,Manufacturing,Female,Caucasian,38,5/24/2022,"$60,799 ",0%,United States,Seattle,
Production,E02797,Autumn Kaur,Manager,Accounting,Corporate,Female,Asian,29,02/01/2022,"$129,172 ",8%,China,Beijing,
Production,E02798,Serenity Ngo,Analyst,Accounting,Corporate,Female,Asian,49,02/11/2021,"$50,012 ",0%,United States,Seattle,
Production,E02799,Raelynn Her,Sr.Manager,Sales,Research & Development,Female,Asian,44,05/09/2018,"$122,441 ",15%,United States,Columbus,
Production,E02800,Jameson Salazar,ControlsEngineer,Engineering,Specialty Products,Male,Latino,45,03/12/2003,"$85,822 ",0%,United States,Phoenix,
Production,E02801,Luke Luna,Analyst,Sales,Specialty Products,Male,Latino,58,5/21/2007,"$43,803 ",0%,United States,Miami,
Production,E02802,Hunter Moua,Sr.Analyst,Accounting,Specialty Products,Male,Asian,29,11/29/2019,"$72,620 ",0%,China,Chongqing,
Production,E02803,Athena Aguilar,AnalystII,Marketing,Corporate,Female,Latino,25,8/24/2021,"$71,222 ",0%,Brazil,Manaus,
Production,E02804,Ariana Sanders,Director,Engineering,Manufacturing,Female,Caucasian,62,12/26/1994,"$155,332 ",20%,United States,Austin,
Production,E02805,Easton Cruz,Manager,Finance,Manufacturing,Male,Latino,33,11/21/2016,"$107,202 ",6%,United States,Columbus,
Production,E02806,Josiah Vega,Manager,Accounting,Manufacturing,Male,Latino,56,12/26/2015,"$121,751 ",8%,United States,Columbus,
Production,E02807,Isla Chavez,Manager,Finance,Corporate,Female,Latino,45,9/29/2010,"$115,591 ",5%,United States,Chicago,
Production,E02808,Willow Estrada,Manager,Human Resources,Research & Development,Female,Latino,28,03/11/2021,"$108,601 ",5%,Brazil,Rio de Janeiro,
Production,E02809,Nevaeh Ng,Sr.Manager,Human Resources,Manufacturing,Female,Asian,30,3/18/2019,"$159,823 ",11%,United States,Seattle,8/29/2022
Production,E02810,Jade Hu,Analyst,Marketing,Research & Development,Female,Asian,45,12/15/2001,"$53,526 ",0%,United States,Seattle,
Production,E02811,Henry Vazquez,ITSystemsArchitect,IT,Specialty Products,Male,Latino,33,12/03/2016,"$90,084 ",0%,United States,Columbus,
Production,E02812,Nathan Jackson,VicePresident,Accounting,Manufacturing,Male,Caucasian,41,3/25/2011,"$210,085 ",39%,United States,Chicago,
Production,E02813,Anthony Lam,Sr.Manager,Sales,Specialty Products,Male,Asian,33,02/07/2015,"$133,908 ",15%,United States,Chicago,
Production,E02814,Nevaeh Ali,Manager,Marketing,Manufacturing,Female,Asian,48,3/22/2013,"$100,652 ",7%,United States,Miami,
Production,E02815,Mila Vasquez,VicePresident,Human Resources,Corporate,Female,Latino,48,7/26/2013,"$225,725 ",37%,United States,Phoenix,
Production,E02816,Madelyn Henry,VicePresident,Human Resources,Specialty Products,Female,Caucasian,41,05/10/2007,"$224,989 ",33%,United States,Seattle,
Production,E02817,Emilia Alexander,OperationsEngineer,Engineering,Specialty Products,Female,Caucasian,37,09/11/2022,"$109,680 ",0%,United States,Seattle,
Production,E02818,Christian Ayala,Sr.AccountRepresentative,Sales,Research & Development,Male,Latino,55,9/28/2003,"$74,216 ",0%,Brazil,Manaus,
Production,E02819,Willow Xiong,Sr.Manager,Marketing,Corporate,Female,Asian,37,05/04/2021,"$151,363 ",12%,United States,Miami,
Production,E02820,Avery Valdez,HRISAnalyst,Human Resources,Research & Development,Female,Latino,58,1/29/2000,"$62,686 ",0%,United States,Phoenix,
Production,E02821,Abigail Carter,Director,Human Resources,Research & Development,Female,Black,51,01/12/2015,"$178,218 ",27%,United States,Miami,
Production,E02822,Madison Patel,TestEngineer,Engineering,Corporate,Female,Asian,37,10/26/2013,"$69,125 ",0%,United States,Austin,
Production,E02823,Paisley Hsu,Director,Finance,Specialty Products,Female,Asian,43,01/07/2006,"$161,376 ",24%,China,Beijing,
Production,E02824,Kinsley Hill,AccountRepresentative,Sales,Research & Development,Female,Caucasian,26,6/16/2022,"$59,436 ",0%,United States,Columbus,
Production,E02825,Kai Barnes,AccountRepresentative,Sales,Research & Development,Male,Caucasian,35,8/24/2016,"$58,733 ",0%,United States,Miami,
Production,E02826,Lincoln Cheng,Sr.Analyst,Accounting,Corporate,Male,Asian,61,10/14/1997,"$88,681 ",0%,China,Shanghai,
Production,E02827,Noah Sharma,Director,Finance,Specialty Products,Male,Asian,59,02/09/2008,"$186,854 ",30%,United States,Phoenix,
Production,E02828,Nevaeh Jiang,Sr.Analyst,Finance,Manufacturing,Female,Asian,65,07/10/1997,"$96,897 ",0%,China,Chengdu,
Production,E02829,Ariana Hall,Manager,Human Resources,Corporate,Female,Caucasian,55,1/17/2005,"$128,954 ",5%,United States,Phoenix,
Production,E02830,Samuel Cao,AccountRepresentative,Sales,Specialty Products,Male,Asian,51,5/22/1999,"$67,418 ",0%,China,Shanghai,
Production,E02831,Brooks Mitchell,Manager,Accounting,Specialty Products,Male,Caucasian,53,08/10/2014,"$125,545 ",6%,United States,Austin,
Production,E02832,Kinsley Gonzalez,Manager,IT,Research & Development,Female,Latino,47,1/27/2000,"$125,641 ",5%,United States,Seattle,
Production,E02833,Dominic Tang,Manager,Accounting,Corporate,Male,Asian,53,12/08/1993,"$100,666 ",10%,China,Beijing,
Production,E02834,Colton Le,HRISAnalyst,Human Resources,Specialty Products,Male,Asian,38,01/12/2010,"$71,235 ",0%,China,Chongqing,
Production,E02835,Kai Huang,Sr.BusinessPartner,Human Resources,Corporate,Male,Asian,28,1/15/2021,"$83,235 ",0%,United States,Austin,
Production,E02836,Addison Cruz,Analyst,Sales,Corporate,Female,Latino,32,09/08/2014,"$42,075 ",0%,Brazil,Rio de Janeiro,
Production,E02837,Natalie Thao,SystemsAnalyst,IT,Specialty Products,Female,Asian,52,10/23/2022,"$55,020 ",0%,China,Chongqing,
Production,E02838,Maria Barnes,Sr.Analyst,Marketing,Corporate,Female,Caucasian,64,5/13/2003,"$76,506 ",0%,United States,Austin,
Production,E02839,Everett Le,Manager,Accounting,Manufacturing,Male,Asian,55,03/03/2007,"$100,051 ",7%,China,Chengdu,
Production,E02840,Mia Vang,VicePresident,Finance,Corporate,Female,Asian,38,4/19/2014,"$256,509 ",39%,China,Shanghai,8/28/2019
Production,E02841,Zoey Mendoza,OperationsEngineer,Engineering,Specialty Products,Female,Latino,30,2/16/2020,"$76,904 ",0%,Brazil,Rio de Janeiro,
Production,E02842,Parker Desai,Sr.Analyst,Sales,Research & Development,Male,Asian,43,11/08/2018,"$87,914 ",0%,China,Shanghai,
Production,E02843,Alexander Liang,VicePresident,Finance,Manufacturing,Male,Asian,40,03/05/2010,"$235,994 ",33%,China,Beijing,
Production,E02844,Adam Jordan,AutomationEngineer,Engineering,Corporate,Male,Caucasian,55,03/12/2015,"$79,620 ",0%,United States,Chicago,
Production,E02845,Leah Stewart,CloudInfrastructureArchitect,IT,Research & Development,Female,Caucasian,36,06/04/2010,"$62,450 ",0%,United States,Austin,
Production,E02846,Robert Santos,Sr.Manager,Human Resources,Research & Development,Male,Latino,47,12/29/2000,"$134,612 ",12%,United States,Austin,10/26/2015
Production,E02847,Addison Ma,SystemsAnalyst,IT,Research & Development,Female,Asian,59,5/21/2008,"$46,151 ",0%,United States,Phoenix,
Production,E02848,Clara Collins,NetworkEngineer,IT,Manufacturing,Female,Caucasian,40,03/03/2008,"$63,889 ",0%,United States,Seattle,10/17/2022
Production,E02849,Stella Castro,TestEngineer,Engineering,Corporate,Female,Latino,53,4/17/2009,"$75,060 ",0%,United States,Columbus,
Production,E02850,Lucy Chin,Director,IT,Manufacturing,Female,Asian,50,4/22/2011,"$175,033 ",20%,China,Beijing,
Production,E02851,Piper Evans,ComputerSystemsManager,IT,Specialty Products,Female,Caucasian,52,1/28/2014,"$89,379 ",10%,United States,Seattle,06/11/2022
Production,E02852,Cora Coleman,ControlsEngineer,Engineering,Corporate,Female,Black,40,04/09/2011,"$98,594 ",0%,United States,Phoenix,
Production,E02853,Cora Holmes,VicePresident,Marketing,Research & Development,Female,Caucasian,39,10/05/2021,"$224,435 ",33%,United States,Seattle,
Production,E02854,Leo Figueroa,TechnicalArchitect,IT,Corporate,Male,Latino,31,1/21/2015,"$63,644 ",0%,Brazil,Manaus,
Production,E02855,Allison Wang,Manager,Accounting,Manufacturing,Female,Asian,30,12/16/2018,"$121,234 ",5%,United States,Austin,
Production,E02856,Levi Cruz,Sr.Analyst,Accounting,Research & Development,Male,Latino,47,9/22/2007,"$83,793 ",0%,United States,Miami,
Production,E02857,Iris Phillips,TestEngineer,Engineering,Research & Development,Female,Caucasian,46,11/28/2019,"$99,586 ",0%,United States,Miami,
Production,E02858,Madelyn Chavez,BusinessPartner,Human Resources,Corporate,Female,Latino,43,09/11/2006,"$59,514 ",0%,Brazil,Rio de Janeiro,
Production,E02859,Caroline Smith,Manager,Marketing,Corporate,Female,Caucasian,28,4/27/2020,"$106,043 ",10%,United States,Columbus,
Production,E02860,Grayson Lai,SolutionsArchitect,IT,Specialty Products,Male,Asian,47,09/12/2005,"$78,985 ",0%,China,Beijing,
Production,E02861,Anna Guerrero,VicePresident,IT,Research & Development,Female,Latino,43,11/24/2012,"$226,122 ",32%,Brazil,Manaus,
Production,E02862,Paisley Bell,Manager,Finance,Manufacturing,Female,Black,42,01/10/2012,"$110,720 ",9%,United States,Miami,
Production,E02863,Jose Park,Director,IT,Research & Development,Male,Asian,45,10/11/2009,"$152,519 ",30%,China,Chongqing,
Production,E02864,Eliza Parker,DevelopmentEngineer,Engineering,Corporate,Female,Caucasian,37,3/24/2010,"$80,015 ",0%,United States,Chicago,
Production,E02865,Harper Castillo,VicePresident,IT,Corporate,Female,Latino,46,09/02/2020,"$192,286 ",32%,Brazil,Rio de Janeiro,8/25/2022
Production,E02866,Melody Yoon,BusinessPartner,Human Resources,Specialty Products,Female,Asian,49,10/15/2014,"$40,352 ",0%,China,Beijing,
Production,E02867,Avery Smith,Sr.Manager,Human Resources,Corporate,Female,Caucasian,53,6/27/2008,"$147,813 ",13%,United States,Chicago,
Production,E02868,Madeline Vu,SystemAdministrator ,IT,Manufacturing,Female,Asian,61,06/05/2010,"$96,404 ",0%,China,Chengdu,
Production,E02869,Aubrey Cheng,AnalystII,Accounting,Manufacturing,Female,Asian,46,6/17/2001,"$64,882 ",0%,United States,Chicago,
Production,E02870,Clara Henderson,VicePresident,Sales,Manufacturing,Female,Caucasian,58,10/23/2016,"$203,739 ",30%,United States,Miami,
Production,E02871,Jace Henderson,Director,Engineering,Research & Development,Male,Caucasian,34,3/16/2022,"$197,849 ",19%,United States,Phoenix,
Production,E02872,Caroline Martin,ComputerSystemsManager,IT,Manufacturing,Female,Black,54,10/15/2000,"$60,116 ",5%,United States,Chicago,
Production,E02873,Asher Bui,Sr.AccountRepresentative,Sales,Specialty Products,Male,Asian,41,1/27/2009,"$90,881 ",0%,China,Shanghai,
Production,E02874,Samantha Chau,NetworkArchitect,IT,Specialty Products,Female,Asian,28,11/10/2021,"$83,965 ",0%,China,Chengdu,
Production,E02875,Charles Robinson,DevelopmentEngineer,Engineering,Corporate,Male,Black,62,6/30/2006,"$73,500 ",0%,United States,Phoenix,
Production,E02876,Jonathan Nelson,Director,Human Resources,Manufacturing,Male,Caucasian,59,07/02/2022,"$175,137 ",26%,United States,Chicago,01/04/2023
Production,E02877,Liliana Simmons,Director,Marketing,Manufacturing,Female,Caucasian,35,06/07/2012,"$161,453 ",27%,United States,Phoenix,
Production,E02878,Logan Ortega,AnalystII,Marketing,Manufacturing,Male,Latino,31,5/19/2020,"$64,234 ",0%,United States,Seattle,11/11/2021
Production,E02879,Isaac Jung,Manager,IT,Specialty Products,Male,Asian,55,07/12/1994,"$103,726 ",8%,China,Shanghai,
Production,E02880,Christopher Desai,AutomationEngineer,Engineering,Research & Development,Male,Asian,46,12/29/2000,"$114,260 ",0%,China,Chengdu,
Production,E02881,Levi Gonzalez,ControlsEngineer,Engineering,Corporate,Male,Latino,36,4/27/2012,"$116,168 ",0%,United States,Austin,
Production,E02882,Santiago f Wang,Sr.Manager,Sales,Research & Development,Male,Asian,27,08/09/2021,"$133,267 ",12%,United States,Phoenix,
Production,E02883,Julia Kim,AccountRepresentative,Sales,Specialty Products,Female,Asian,50,12/04/2016,"$50,038 ",0%,China,Chongqing,
Production,E02884,Noah Allen,Analyst,Accounting,Corporate,Male,Caucasian,27,01/06/2022,"$52,058 ",0%,United States,Columbus,
Production,E02885,Colton Adams,Manager,Marketing,Specialty Products,Male,Caucasian,25,11/19/2022,"$112,646 ",8%,United States,Columbus,
Production,E02886,Colton Mehta,Analyst,Accounting,Manufacturing,Male,Asian,42,12/07/2014,"$53,829 ",0%,China,Beijing,
Production,E02887,Caroline Gomez,Sr.AccountRepresentative,Sales,Specialty Products,Female,Latino,65,11/19/1997,"$90,737 ",0%,Brazil,Sao Paulo,
Production,E02888,Kayden Tang,Sr.Manager,Human Resources,Specialty Products,Male,Asian,57,03/11/2012,"$136,723 ",11%,United States,Austin,
Production,E02889,Hadley Parker,Manager,Accounting,Manufacturing,Female,Caucasian,44,01/09/2010,"$129,099 ",6%,United States,Austin,
Production,E02890,Elizabeth Estrada,ITCoordinator,IT,Corporate,Female,Latino,37,12/20/2016,"$59,376 ",0%,United States,Miami,
Production,E02891,Sofia Yee,SystemAdministrator ,IT,Research & Development,Female,Asian,52,12/25/2018,"$98,060 ",0%,United States,Miami,
Production,E02892,Asher Mendoza,Sr.Manager,Human Resources,Corporate,Male,Latino,49,2/21/2014,"$152,911 ",10%,Brazil,Rio de Janeiro,
Production,E02893,Jordan Hernandez,SystemsAnalyst,IT,Research & Development,Male,Latino,47,12/15/2003,"$42,994 ",0%,Brazil,Sao Paulo,
Production,E02894,Everleigh Tan,Analyst,Accounting,Manufacturing,Female,Asian,42,3/28/2019,"$59,853 ",0%,China,Chengdu,
Production,E02895,Joshua Hall,SystemsAnalyst,IT,Manufacturing,Male,Black,61,12/07/2011,"$41,220 ",0%,United States,Chicago,
Production,E02896,Stella Gupta,Sr.Analyst,Accounting,Corporate,Female,Asian,33,2/18/2020,"$97,261 ",0%,China,Beijing,
Production,E02897,Levi White,Manager,Human Resources,Manufacturing,Male,Black,45,7/19/2018,"$127,363 ",9%,United States,Columbus,
Production,E02898,Matthew Jackson,Manager,Marketing,Specialty Products,Male,Caucasian,30,10/13/2019,"$111,274 ",6%,United States,Seattle,
Production,E02899,Dominic Martinez,ComputerSystemsManager,IT,Corporate,Male,Latino,53,4/17/2018,"$90,554 ",7%,Brazil,Rio de Janeiro,
Production,E02900,Aiden Aguilar,Manager,Finance,Research & Development,Male,Latino,62,12/12/1997,"$100,226 ",10%,United States,Seattle,
Production,E02901,Victoria Hu,FieldEngineer,Engineering,Manufacturing,Female,Asian,37,4/21/2017,"$93,348 ",0%,China,Chongqing,
Production,E02902,Eloise Campos,NetworkEngineer,IT,Research & Development,Female,Latino,62,6/25/1993,"$78,059 ",0%,United States,Phoenix,7/29/2008
Production,E02903,Emilia Alvarado,BusinessPartner,Human Resources,Research & Development,Female,Latino,63,6/29/2001,"$58,480 ",0%,Brazil,Manaus,
Production,E02904,Lydia Ahmed,VicePresident,Finance,Corporate,Female,Asian,39,4/24/2017,"$218,052 ",39%,China,Chengdu,
Production,E02905,Dylan Simmons,Manager,Accounting,Manufacturing,Male,Black,52,5/23/2002,"$129,231 ",9%,United States,Miami,
Production,E02906,Jaxson Chu,Director,Marketing,Specialty Products,Male,Asian,54,10/10/2010,"$161,878 ",22%,China,Chongqing,
Production,E02907,Ariana Griffin,VicePresident,Marketing,Corporate,Female,Caucasian,32,03/04/2015,"$241,722 ",38%,United States,Chicago,
Production,E02908,Hudson Bailey,SolutionsArchitect,IT,Corporate,Male,Caucasian,56,03/12/2018,"$91,835 ",0%,United States,Seattle,
Production,E02909,Colton Grant,Sr.Analyst,Sales,Manufacturing,Male,Caucasian,47,01/07/2011,"$93,910 ",0%,United States,Miami,5/31/2017
Production,E02910,Emery Flores,Sr.Analyst,Sales,Research & Development,Female,Latino,45,11/18/2005,"$86,303 ",0%,United States,Phoenix,
Production,E02911,Gabriella Wong,Sr.Manager,Finance,Corporate,Female,Asian,56,05/01/1995,"$122,731 ",13%,United States,Seattle,
Production,E02912,Ian Gonzales,Sr.Manager,Finance,Corporate,Male,Latino,38,12/29/2018,"$147,867 ",12%,United States,Miami,
Production,E02913,Jaxon Wright,Manager,Human Resources,Research & Development,Male,Caucasian,47,8/30/2004,"$123,790 ",5%,United States,Austin,
Production,E02914,Ethan Cruz,Sr.BusinessPartner,Human Resources,Specialty Products,Male,Latino,51,4/28/2000,"$77,153 ",0%,United States,Miami,
Production,E02915,Adrian James,EnterpriseArchitect,IT,Research & Development,Male,Caucasian,52,8/15/1994,"$73,779 ",0%,United States,Chicago,
Production,E02916,Isabella Mejia,VicePresident,Accounting,Corporate,Female,Latino,56,10/07/2018,"$231,699 ",32%,Brazil,Manaus,
Production,E02917,Christopher Miller,VicePresident,Finance,Corporate,Male,Black,37,5/16/2009,"$199,512 ",35%,United States,Austin,
Production,E02918,Samuel Watson,NetworkArchitect,IT,Corporate,Male,Caucasian,29,04/09/2022,"$77,557 ",0%,United States,Miami,09/12/2022
Production,E02919,Lucy Phan,Sr.Analyst,Sales,Research & Development,Female,Asian,59,2/18/2021,"$99,760 ",0%,China,Chongqing,
Production,E02920,Dominic Thao,Sr.Analyst,Marketing,Specialty Products,Male,Asian,50,09/08/1996,"$96,297 ",0%,United States,Miami,
Production,E02921,Jaxon Shin,ITCoordinator,IT,Specialty Products,Male,Asian,48,12/27/2010,"$53,593 ",0%,China,Chengdu,
Production,E02922,Nevaeh Diaz,Director,Marketing,Manufacturing,Female,Latino,44,03/03/2018,"$167,660 ",29%,Brazil,Sao Paulo,
Production,E02923,Isaac Jenkins,Analyst,Sales,Specialty Products,Male,Caucasian,29,7/18/2021,"$43,084 ",0%,United States,Seattle,
Production,E02924,Jace Barnes,Sr.Manager,IT,Manufacturing,Male,Caucasian,60,07/09/1996,"$154,707 ",13%,United States,Austin,
Production,E02925,Carson Liu,VicePresident,IT,Research & Development,Male,Asian,56,03/11/2011,"$184,780 ",38%,United States,Austin,
Production,E02926,Sofia Gutierrez,Manager,Marketing,Manufacturing,Female,Latino,31,10/19/2015,"$109,925 ",7%,Brazil,Manaus,
Production,E02927,Jeremiah Chang,Sr.Manager,Finance,Corporate,Male,Asian,53,03/09/2015,"$151,706 ",11%,China,Chengdu,
Production,E02928,Connor Ruiz,Manager,Accounting,Manufacturing,Male,Latino,26,12/19/2022,"$102,066 ",10%,United States,Austin,
Production,E02929,Easton Truong,VicePresident,Marketing,Research & Development,Male,Asian,31,5/13/2021,"$234,203 ",36%,United States,Seattle,
Production,E02930,Sebastian Vargas,Sr.Manager,Marketing,Corporate,Male,Latino,48,07/12/2019,"$121,884 ",12%,United States,Austin,
Production,E02931,Joseph Dang,VicePresident,Marketing,Research & Development,Male,Asian,61,4/20/2014,"$209,680 ",34%,China,Shanghai,
Production,E02932,Madison White,VicePresident,IT,Research & Development,Female,Caucasian,42,07/09/2011,"$240,940 ",34%,United States,Phoenix,05/03/2016
Production,E02933,Valentina Nelson,NetworkAdministrator,IT,Manufacturing,Female,Caucasian,50,12/16/2013,"$63,884 ",0%,United States,Miami,
Production,E02934,Everleigh Coleman,CloudInfrastructureArchitect,IT,Specialty Products,Female,Caucasian,46,3/20/2012,"$74,026 ",0%,United States,Phoenix,
Production,E02935,Everleigh Castillo,ServiceDeskAnalyst,IT,Specialty Products,Female,Latino,50,11/12/2007,"$67,756 ",0%,United States,Chicago,
Production,E02936,Valentina Fernandez,Director,Sales,Corporate,Female,Latino,62,1/23/2012,"$180,256 ",20%,United States,Phoenix,
Production,E02937,Serenity Richardson,Director,Engineering,Specialty Products,Female,Caucasian,45,3/14/2019,"$183,165 ",18%,United States,Miami,
Production,E02938,Cooper Ramirez,Director,Accounting,Specialty Products,Male,Latino,34,02/07/2012,"$195,194 ",23%,United States,Chicago,
Production,E02939,Penelope Avila,Analyst,Marketing,Corporate,Female,Latino,35,5/22/2012,"$46,569 ",0%,United States,Austin,
Production,E02940,David Barnes,ITSystemsArchitect,IT,Corporate,Male,Caucasian,41,8/19/2006,"$70,566 ",0%,United States,Miami,
Production,E02941,Ivy Luong,CloudInfrastructureArchitect,IT,Corporate,Female,Asian,56,07/05/1993,"$75,435 ",0%,United States,Austin,
Production,E02942,Aurora Bailey,DevelopmentEngineer,Engineering,Research & Development,Female,Caucasian,31,5/23/2020,"$69,108 ",0%,United States,Miami,
Production,E02943,Valentina Valdez,Sr.Manager,Finance,Research & Development,Female,Latino,40,05/01/2008,"$140,589 ",14%,Brazil,Manaus,
Production,E02944,Parker Dinh,VicePresident,Accounting,Specialty Products,Male,Asian,51,6/28/2006,"$206,423 ",36%,China,Beijing,
Production,E02945,Eliana Hsu,OperationsEngineer,Engineering,Specialty Products,Female,Asian,49,06/09/2021,"$123,738 ",0%,United States,Phoenix,
Production,E02946,Logan Parker,HRISAnalyst,Human Resources,Research & Development,Male,Caucasian,34,1/13/2019,"$58,120 ",0%,United States,Austin,
Production,E02947,Liliana Green,NetworkAdministrator,IT,Corporate,Female,Caucasian,48,5/19/2000,"$62,672 ",0%,United States,Chicago,
Production,E02948,Victoria Vazquez,TestEngineer,Engineering,Research & Development,Female,Latino,45,05/08/2007,"$92,037 ",0%,United States,Phoenix,
Production,E02949,Kinsley Huynh,VicePresident,Human Resources,Specialty Products,Female,Asian,53,4/22/2009,"$258,722 ",36%,United States,Phoenix,
Production,E02950,Anna Carrillo,DevelopmentEngineer,Engineering,Corporate,Female,Latino,55,2/21/2003,"$64,809 ",0%,Brazil,Rio de Janeiro,8/22/2016
Production,E02951,Isla Singh,QualityEngineer,Engineering,Corporate,Female,Asian,56,01/01/2022,"$95,577 ",0%,China,Shanghai,
Production,E02952,Emma Yu,DevelopmentEngineer,Engineering,Research & Development,Female,Asian,41,8/13/2005,"$73,059 ",0%,China,Shanghai,
Production,E02953,Jonathan Dominguez,Analyst,Sales,Specialty Products,Male,Latino,55,7/14/2002,"$54,641 ",0%,Brazil,Sao Paulo,
Production,E02954,Caleb Mehta,QualityEngineer,Engineering,Specialty Products,Male,Asian,42,5/14/2015,"$93,851 ",0%,United States,Miami,
Production,E02955,Connor Simmons,Sr.Analyst,Sales,Research & Development,Male,Black,30,1/17/2022,"$96,010 ",0%,United States,Chicago,
Production,E02956,Jaxon Lai,NetworkAdministrator,IT,Research & Development,Male,Asian,44,03/08/2004,"$73,386 ",0%,China,Chongqing,
Production,E02957,Madelyn Yee,Sr.Analyst,Accounting,Research & Development,Female,Asian,49,10/15/1999,"$95,033 ",0%,United States,Austin,2/28/2018
Production,E02958,Elena Jimenez,VicePresident,Engineering,Specialty Products,Female,Latino,43,11/11/2011,"$185,211 ",39%,Brazil,Sao Paulo,
Production,E02959,Sadie Ali,Manager,Marketing,Specialty Products,Female,Asian,53,04/05/2014,"$125,099 ",8%,China,Chengdu,
Production,E02960,Lucas Sandoval,Sr.Analyst,Sales,Manufacturing,Male,Latino,41,5/19/2011,"$84,627 ",0%,Brazil,Manaus,
Production,E02961,Brooks Ngo,VicePresident,Engineering,Corporate,Male,Asian,26,03/02/2020,"$211,114 ",30%,United States,Miami,
Production,E02962,Piper Oh,Sr.Analyst,Marketing,Research & Development,Female,Asian,57,1/23/1996,"$73,117 ",0%,United States,Columbus,
Production,E02963,Hunter Molina,Analyst,Marketing,Specialty Products,Male,Latino,41,2/20/2018,"$55,330 ",0%,United States,Austin,
Production,E02964,Michael Hoang,Director,IT,Specialty Products,Male,Asian,59,05/04/2017,"$190,570 ",17%,China,Beijing,
Production,E02965,Eloise Sun,Director,IT,Specialty Products,Female,Asian,59,06/01/2005,"$198,745 ",25%,United States,Phoenix,
Production,E02966,Gianna Jimenez,BusinessPartner,Human Resources,Manufacturing,Female,Latino,54,11/26/2015,"$52,901 ",0%,Brazil,Sao Paulo,
Production,E02967,Ava Chan,Sr.Manager,Human Resources,Corporate,Female,Asian,44,10/12/2022,"$137,426 ",14%,China,Chongqing,
Production,E02968,Leilani Navarro,Manager,Marketing,Specialty Products,Female,Latino,55,07/08/2022,"$117,912 ",5%,Brazil,Rio de Janeiro,
Production,E02969,Lydia Chu,Director,IT,Research & Development,Female,Asian,30,10/03/2021,"$154,475 ",15%,China,Chongqing,
Production,E02970,Liam Salazar,AccountRepresentative,Sales,Specialty Products,Male,Latino,44,10/25/2020,"$62,184 ",0%,Brazil,Sao Paulo,
Production,E02971,Hailey Henderson,Analyst,Marketing,Specialty Products,Female,Caucasian,57,8/13/2008,"$51,415 ",0%,United States,Columbus,
Production,E02972,Austin Espinoza,OperationsEngineer,Engineering,Corporate,Male,Latino,58,3/17/2006,"$77,441 ",0%,United States,Seattle,
Production,E02973,Delilah Ng,OperationsEngineer,Engineering,Manufacturing,Female,Asian,59,8/20/2008,"$98,794 ",0%,United States,Chicago,
Production,E02974,Gabriella Han,SystemAdministrator ,IT,Manufacturing,Female,Asian,60,1/22/2000,"$77,843 ",0%,United States,Columbus,
Production,E02975,Aria Miller,NetworkAdministrator,IT,Research & Development,Female,Black,32,06/07/2019,"$65,666 ",0%,United States,Columbus,
Production,E02976,Sofia Dixon,AutomationEngineer,Engineering,Manufacturing,Female,Caucasian,41,9/13/2011,"$95,598 ",0%,United States,Columbus,
Production,E02977,Ethan Xiong,NetworkEngineer,IT,Specialty Products,Male,Asian,39,05/05/2012,"$91,144 ",0%,United States,Columbus,
Production,E02978,Gabriella Cruz,Sr.Analyst,Marketing,Specialty Products,Female,Latino,39,8/13/2020,"$76,759 ",0%,United States,Miami,
Production,E02979,Christopher Kang,EngineeringManager,Engineering,Research & Development,Male,Asian,31,09/07/2016,"$118,644 ",13%,United States,Phoenix,
Production,E02980,Ariana Pham,Sr.Analyst,Sales,Research & Development,Female,Asian,32,10/17/2015,"$79,773 ",0%,China,Beijing,
Production,E02981,Colton Bui,Sr.Manager,Accounting,Research & Development,Male,Asian,46,12/20/2018,"$128,845 ",13%,China,Shanghai,
Production,E02982,Caroline Cortez,Manager,IT,Specialty Products,Female,Latino,64,10/04/2014,"$120,704 ",8%,United States,Miami,
